Source #,Date,Time,"Time
Source","Obs
Window
(min)",Latitude,Longitude,"Location
Source",Info Source,Fire Behavior Observations,"Type
of
Fire","Residual
Fire?",SSI
PPD-08,11/8/2025,12:06:00 PM,PPD-08,0,39.76949,-121.600065,video,video,heavy fire activity up into trees behind structure,V,,
TD-041,11/8/2025,12:07:00 PM,Photo,0,39.799915,-121.58564,TD,Photo,fire behind storage facility,V,,
PPD-08,11/8/2025,12:07:00 PM,PPD-08,0,39.768307,-121.598391,video,video,spot fire,S,,
PPD-08,11/8/2025,12:07:00 PM,PPD-08,0,39.768665,-121.597308,video,video,spot fire,S,,
TD-041,11/8/2025,12:07:00 PM,Photo,0,39.799849,-121.585315,Photo,Photo,"edge of fire north of storage facility; burning in surface
vegetation and crawling up pine bark",V,,
TD-210,11/8/2025,12:11:00 PM,AVL,9,39.751967,-121.606617,AVL,TD,fire threatening Ace Hardware,O,,
TD-210,11/8/2025,12:14:00 PM,Photo,0,39.751996,-121.606674,Photo,Photo,"fire to NE corner of Ace; vegetation, fence, and power
poles burning",O,,
TD-210,11/8/2025,12:14:00 PM,Photo,0,39.752052,-121.606484,Photo,Photo,"vegetation fire, flaring up, torching",V,,
TD-101,11/8/2025,12:21:00 PM,video,0,39.764989,-121.602979,TD,video,"Clark Rd NB at Central Park; surface fire has burned
through; some structures still burning",C,x,
TD-101,11/8/2025,12:21:00 PM,Photo,0,39.76558,-121.60282,Photo,Photo,"multiple structures fully involved and partially
collapsed; some structures more recently ignited",C,,
TD-101,11/8/2025,12:21:00 PM,Photo,0,39.766294,-121.602234,Photo,Photo,"surface fire has burned through, scattered spot fires
remain; structure destroyed and done burning",R,x,
VTD-18,11/8/2025,12:22:00 PM,TD,0,39.776348,-121.591675,video,video,"fully involved bushes spot fire, 3 m to 4.6 m (10 ft to
15 ft) flames",S,,
TD-101,11/8/2025,12:22:00 PM,Photo,0,39.769947,-121.600011,Photo,Photo,detached garage and other objects burning on parcel,O,,
TD-101,11/8/2025,12:23:00 PM,video,0,39.770397,-121.599512,TD,video,multiple structures fully involved near Clark Rd,R,,
PPD-08,11/8/2025,12:25:00 PM,PPD-08,0,39.714572,-121.611551,Radio,Radio,"Clark Rd past the airport, it clears up, its barely passable",V,,
PPD-08,11/8/2025,12:26:00 PM,PPD-08,0,39.76976,-121.59911,video,video,vegetation on fire,V,,
PPD-08,11/8/2025,12:27:00 PM,PPD-08,0,39.762878,-121.604324,video,video,"majority of structures fully involved, past peak surface
fire still burning between Central Park and Elliott Rd",C,,
PPD-08,11/8/2025,12:28:00 PM,PPD-08,0,39.757804,-121.60698,video,video,"limited structures burning close to roadway (fewer
structures here, mostly parking lots along road),
moderate surface fires between Elliott Rd and Nunneley
Rd on Clark Rd",C,,
PPD-08,11/8/2025,12:28:00 PM,PPD-08,0,39.754219,-121.607751,video,video,"minimal fire visible between Nunneley Rd and Pearson
Rd",O,x,
PPD-08,11/8/2025,12:29:00 PM,PPD-08,0,39.75195,-121.609656,video,video,spot fire south side of Pearson Rd,S,,
PPD-08,11/8/2025,12:29:00 PM,PPD-08,0,39.75258,-121.610136,video,video,spot fire north side of Pearson Rd,S,,
VTD-18,11/8/2025,12:30:00 PM,TD,0,39.778248,-121.590467,Photo,Photo,"spot fire, bushes/vegetation",S,,
VTD-18,11/8/2025,12:30:00 PM,TD,0,39.778062,-121.591908,Photo,Photo,"heavy fire, multiple structures burning",R,,
TD-211,11/8/2025,12:31:00 PM,AVL,80,39.725607,-121.61726,AVL,TD,fire coming from both sides Round Valley Ranch Rd,V,,
TD-211,11/8/2025,12:31:00 PM,AVL,80,39.725129,-121.617635,TD,TD,fire threatening structures,O,,
TD-208,11/8/2025,12:32:00 PM,Photo,0,39.746996,-121.608046,Photo,Photo,structure fully involved,R,,
TD-208,11/8/2025,12:32:00 PM,Photo,0,39.746174,-121.608155,Photo,Photo,spot fire,S,,
TD-208,11/8/2025,12:32:00 PM,Photo,0,39.746861,-121.608476,Photo,Photo,"heavy vegetation fire; numerous spot fires north side of
Best Western; wind gusty from east, blowing embers",V,,
VTD-15,11/8/2025,12:36:00 PM,video,2,39.740809,-121.608013,video,video,"everything burning, past peak, Clark Rd between
Buschmann Rd and Old Clark Rd (South)",O,x,
TD-130,11/8/2025,12:36:00 PM,Photo,0,39.752223,-121.605562,Photo,Photo,"vegetation past peak, still burning; consumed
throughout drainage, burning right up to roadway and
Ace Hardware parking lot",V,,
TD-130,11/8/2025,12:39:00 PM,video,0,39.749956,-121.607664,video,video,"Clark Rd between Pearson Rd and Village Pkwy; fire on
east side of Clark Rd [video does not show west side]",O,,
VTD-06,11/8/2025,12:43:00 PM,video,0,39.716547,-121.611489,video,video,"fire burning through guardrail posts; burning branches
in roadway",O,,
VTD-06,11/8/2025,12:44:00 PM,video,0,39.714643,-121.611293,video,video,"heavy fire on Good View Dr, structures burning",R,,
VTD-06,11/8/2025,12:44:00 PM,video,0,39.713455,-121.610877,video,video,structures fully involved,R,,
VTD-06,11/8/2025,12:45:00 PM,Inferred,0,39.712525,-121.614676,video,video,"heavy vegetation fire near airport, 30 m (100 ft) flames,
across canyon from Clark Rd",V,,
VTD-18,11/8/2025,12:47:00 PM,TD,0,39.776198,-121.591813,Photo,video,juniper bush spot fire,S,,
TD-015,11/8/2025,12:53:00 PM,AVL,0,39.780467,-121.58915,AVL,TD,fire all around,O,,
TD-130,11/8/2025,12:57:00 PM,AVL,3,39.741383,-121.606783,AVL,TD,house is gone,R,x,
TD-208,11/8/2025,12:57:00 PM,AVL,2,39.741283,-121.607,AVL,TD,structure 1/2 involved,R,,
TD-035,11/8/2025,1:00:00 PM,Inferred,60,39.717701,-121.611365,TD,TD,"fire activity made evacuation route dicey near the
airport",V,,
TD-038,11/8/2025,1:00:00 PM,Inferred,10,39.76854,-121.59965,TD,TD,fire blowing across Clark Rd; driving through flames,O,,
TD-041,11/8/2025,1:10:00 PM,Inferred,0,39.798287,-121.585027,TD,TD,fire in tree,V,,
TD-041,11/8/2025,1:10:00 PM,Inferred,50,39.798494,-121.585064,TD,TD,spotty fires around area,S,,
TD-021,11/8/2025,1:10:00 PM,Inferred,0,39.75369,-121.607734,TD,TD,heavy fire,O,,
TD-210,11/8/2025,1:12:00 PM,AVL,0,39.759517,-121.60415,AVL,TD,structures in area had burned,R,x,
VTD-18,11/8/2025,1:13:00 PM,TD,0,39.777167,-121.588813,video,video,"all structures behind Savemart are past peak, fully
involved, partially collapsed",R,x,
TD-011,11/8/2025,1:15:00 PM,TD,15,39.764868,-121.603,TD,TD,structures on Clark Rd are burning,R,,
TD-130,11/8/2025,1:17:00 PM,AVL,2,39.755365,-121.607103,AVL,TD,commercial building on fire,C,,
TD-208,11/8/2025,1:20:00 PM,AVL,0,39.714651,-121.611433,AVL,TD,fire edge,V,,
TD-130,11/8/2025,1:21:00 PM,AVL,0,39.752601,-121.607492,AVL,TD,Mobil gas station on fire,C,,
TD-067,11/8/2025,1:22:00 PM,PPD video,0,39.799159,-121.586737,TD,TD,fire coming up Bader Mine Rd from canyon,V,,
PPD-13,11/8/2025,1:22:00 PM,PPD-13,0,39.798207,-121.58607,video,video,spot fire,S,,
PPD-13,11/8/2025,1:22:00 PM,PPD-13,0,39.799188,-121.583946,video,video,main fire north of here,O,,
PPD-13,11/8/2025,1:22:00 PM,PPD-13,0,39.799765,-121.58614,video,video,spot fire,S,,
TD-014,11/8/2025,1:23:00 PM,Radio Log,0,39.748125,-121.60962,Radio Log,Radio Log,fire in the building,R,,
TD-112,11/8/2025,1:23:00 PM,Radio Log,0,39.74814,-121.609663,Radio Log,Radio Log,structure on fire,R,,
TD-041,11/8/2025,1:23:00 PM,Photo,23,39.798089,-121.585145,TD,TD,Optimo restaurant has just caught fire,C,,
VTD-18,11/8/2025,1:23:00 PM,TD,0,39.77445,-121.591091,video,video,multiple structures burned to foundation,R,x,
VTD-18,11/8/2025,1:23:00 PM,TD,0,39.774694,-121.591381,video,video,structure fire; north half house fully involved,R,,
VTD-18,11/8/2025,1:23:00 PM,TD,0,39.774275,-121.590787,video,video,structure past peak fully involved,R,,
VTD-18,11/8/2025,1:24:00 PM,TD,0,39.774497,-121.589959,video,video,structures burned to foundations,R,x,
TD-112,11/8/2025,1:25:00 PM,Radio Log,0,39.74814,-121.609663,Radio Log,Radio Log,apartments: 3 complexes well involved,R,,
TD-112,11/8/2025,1:25:00 PM,Inferred,8,39.747739,-121.609668,Radio Log,TD,half of apartment complex fully involved,R,,
TD-127,11/8/2025,1:27:00 PM,Radio Log,0,39.79825,-121.585384,Radio Log,Radio Log,heavy fire conditions,O,,
TD-127,11/8/2025,1:36:00 PM,Photo,0,39.799451,-121.584237,Photo,Photo,"heavy fire, fully involved structure and vegetation",R,,
TD-127,11/8/2025,1:36:00 PM,Photo,0,39.799247,-121.584012,Photo,Photo,vegetation and structure fully involved,R,,
VTD-18,11/8/2025,1:40:00 PM,TD,0,39.774694,-121.591381,video,video,house fully involved,R,,
VTD-18,11/8/2025,1:40:00 PM,TD,0,39.773954,-121.590229,video,video,structure burning,R,,
VTD-18,11/8/2025,1:41:00 PM,TD,0,39.774138,-121.59119,video,video,small spot fires in garden vegetation,S,,
TD-123,11/8/2025,1:46:00 PM,AVL,42,39.751025,-121.607178,AVL,TD,back of Ace Hardware on fire; PVC stacks on fire,C,,
TD-127,11/8/2025,1:46:00 PM,Photo,0,39.799357,-121.584105,Photo,Photo,"structure past peak, fully involved",R,,
TD-127,11/8/2025,1:46:00 PM,Photo,0,39.798653,-121.584304,Photo,Photo,pine tree; trunk/bark burning to the top,V,,
TD-041,11/8/2025,1:50:00 PM,Photo,0,39.799357,-121.584105,Photo,Photo,"structure past peak, fully involved",R,,
TD-041,11/8/2025,1:50:00 PM,Photo,0,39.798653,-121.584304,Photo,Photo,light fire activity in multiple pine trees,V,,
TD-211,11/8/2025,1:51:00 PM,AVL,72,39.724017,-121.62045,AVL,TD,house is burning under the siding,R,,
VTD-18,11/8/2025,1:52:00 PM,TD,0,39.773965,-121.591377,video,video,structure fire; 3 m (10 ft) flames coming from the roof,R,,
VTD-18,11/8/2025,1:52:00 PM,TD,0,39.77433,-121.591394,video,video,"structure recently ignited; heavy smoke coming from
rear of house",R,,
TD-128,11/8/2025,1:59:00 PM,AVL,0,39.796729,-121.585667,AVL,TD,tire shop is on fire; fire blowing across road,C,,
TD-128,11/8/2025,1:59:00 PM,AVL,112,39.799571,-121.586259,Imagery,TD,storage units behind Optimo restaurant are on fire,C,,
TD-127,11/8/2025,2:00:00 PM,Inferred,0,39.797975,-121.584993,TD,TD,"flames arrive around and across the street about an
hour after embers",R,,
TD-127,11/8/2025,2:00:00 PM,Inferred,154,39.800012,-121.583775,TD,TD,explosion at propane facility shook ground,C,,
TD-126,11/8/2025,2:00:00 PM,Inferred,0,39.72734,-121.612487,TD,TD,"fire on both sides of Clark Rd in area of Round Valley
Ranch Rd",V,,
TD-126,11/8/2025,2:01:00 PM,Inferred,0,39.742636,-121.607649,TD,TD,"fire burning on both sides of Clark Rd south of
Buschmann Rd",O,,
TD-125,11/8/2025,2:03:00 PM,Inferred,0,39.760532,-121.604579,TD,TD,Safeway burning,C,,
VTD-18,11/8/2025,2:03:00 PM,TD,0,39.774701,-121.592725,video,video,structure burning,R,,
TD-111,11/8/2025,2:05:00 PM,Inferred,0,39.796037,-121.58503,TD,TD,lot of homes on fire around Cabernet,R,,
TD-200,11/8/2025,2:07:00 PM,AVL,155,39.79904,-121.583598,AVL,TD,"all on fire, east side Skyway north of Optimo",R,,
TD-207,11/8/2025,2:07:00 PM,AVL,103,39.797909,-121.584712,AVL,TD,structure on fire,R,,
TD-122,11/8/2025,2:09:00 PM,AVL,22,39.746233,-121.608267,AVL,TD,fire on roof of Best Western,C,,
TD-020,11/8/2025,2:09:00 PM,Inferred,7,39.746507,-121.6084,TD,TD,Best Western has fire on roof,C,,
TD-041,11/8/2025,2:12:00 PM,Photo,0,39.798164,-121.584751,Photo,Photo,spot fire in vegetation,S,,
TD-041,11/8/2025,2:13:00 PM,Photo,0,39.798287,-121.585117,TD,TD,Optimo building burning,C,,
TD-209,11/8/2025,2:14:00 PM,AVL,0,39.751829,-121.607361,AVL,TD,everything around Ace is burned,O,x,
TD-200,11/8/2025,2:14:00 PM,AVL,10,39.7968,-121.58575,AVL,TD,fire threatening structure,O,,
TD-118,11/8/2025,2:14:00 PM,Inferred,86,39.765822,-121.606208,TD,TD,fence burning,O,,
TD-118,11/8/2025,2:14:00 PM,Inferred,86,39.765707,-121.603839,TD,TD,houses are on fire,R,,
TD-209,11/8/2025,2:14:00 PM,Photo,0,39.752486,-121.608038,Photo,Photo,"widespread surface fires (burning rubble from new
sheds for sale), power pole burning",O,,
TD-133,11/8/2025,2:14:00 PM,Photo,0,39.71266,-121.61262,Photo,Photo,"power pole burning; no active vegetation fire, already
passed through",O,x,
TD-133,11/8/2025,2:14:00 PM,Photo,0,39.719887,-121.611197,Photo,Photo,"Clark Rd from Good View Dr to Lanser Dr, sporadic spot
fires and burned over areas, occasional completely
burned structures",R,x,
TD-142,11/8/2025,2:16:00 PM,video,0,39.732111,-121.612498,video,video,fire already well past,O,x,
TD-209,11/8/2025,2:17:00 PM,AVL,78,39.746333,-121.6082,AVL,TD,fire threatening Best Western,C,,
TD-041,11/8/2025,2:17:00 PM,Photo,0,39.797912,-121.584712,Photo,Photo,"structure fully involved, partially collapsed",R,,
TD-041,11/8/2025,2:18:00 PM,Photo,0,39.797912,-121.584712,Photo,Photo,"structure fully involved, partially collapsed",R,,
TD-127,11/8/2025,2:19:00 PM,Radio Log,0,39.797981,-121.585241,Radio Log,Radio Log,commercial buildings involved,C,,
TD-142,11/8/2025,2:19:00 PM,Inferred,0,39.74932,-121.607702,TD,TD,fire on both sides of Clark Rd,O,,
TD-142,11/8/2025,2:19:00 PM,video,0,39.744349,-121.607623,TD,"TD, video","east side Clark Rd in town south of Buschmann Rd is
burned, well past peak",O,x,
TD-041,11/8/2025,2:19:00 PM,Photo,0,39.797912,-121.584712,Photo,Photo,"structure fully involved, partially collapsed",R,,
TD-075,11/8/2025,2:19:00 PM,Photo,0,39.798262,-121.584524,Photo,Photo,"multiple structures and vegetation fires east side
Skyway",R,,
TD-142,11/8/2025,2:20:00 PM,Inferred,0,39.753164,-121.607778,TD,TD,"black wall of smoke north of Pearson Rd; commercial
structures fully involved",C,,
TD-108,11/8/2025,2:20:00 PM,Inferred,0,39.736734,-121.612874,TD,TD,"fire burning at Clark Rd curve, American Way",O,,
TD-108,11/8/2025,2:20:00 PM,Inferred,0,39.746271,-121.607681,TD,TD,overhead powerlines are burning,O,,
TD-141,11/8/2025,2:20:00 PM,Photo,0,39.751104,-121.608198,Photo,Photo,"Casa de Paradiso restaurant, structure past peak
burning, partially collapsed",C,,
TD-132,11/8/2025,2:21:00 PM,Photo,0,39.75269,-121.607365,Photo,Photo,Mobil gas station burning,C,,
TD-108,11/8/2025,2:21:00 PM,Photo,0,39.752709,-121.607343,Photo,TD,Mobil gas station heavily involved in fire,C,,
TD-075,11/8/2025,2:21:00 PM,Photo,0,39.797918,-121.584708,Photo,Photo,"structure fully involved, significant fire on parcel",R,,
TD-075,11/8/2025,2:21:00 PM,Photo,0,39.797411,-121.586287,Photo,Photo,structure burned to foundation,R,x,
TD-075,11/8/2025,2:21:00 PM,Photo,0,39.797959,-121.586085,Photo,Photo,"surface fire has recently burned this area; almost no
flames left, smoking",V,x,
TD-141,11/8/2025,2:21:00 PM,Photo,0,39.752691,-121.607351,Photo,Photo,"structure past peak, partially collapsed",C,,
TD-141,11/8/2025,2:21:00 PM,Photo,0,39.753623,-121.608063,Photo,Photo,structure fully involved,C,,
TD-141,11/8/2025,2:21:00 PM,Photo,0,39.752468,-121.608046,Photo,Photo,"widespread surface fires (burning rubble from new
sheds for sale), power pole burning; NW corner Pearson
Rd and Clark Rd",O,,
TD-141,11/8/2025,2:21:00 PM,Photo,0,39.750671,-121.608187,Photo,Photo,"west side of structure is fully involved; east half still
standing, no fire showing",C,,
TD-141,11/8/2025,2:21:00 PM,Photo,0,39.751092,-121.608198,Photo,Photo,"structure past peak, partially collapsed",C,,
TD-141,11/8/2025,2:21:00 PM,Photo,0,39.750618,-121.607868,Photo,Photo,"spot fire in vegetation, burned through power pole;
power pole is leaning at 45° angle",S,,
TD-108,11/8/2025,2:21:00 PM,Photo,0,39.753316,-121.608084,Photo,Photo,structure fully involved,C,,
TD-075,11/8/2025,2:22:00 PM,Photo,0,39.797979,-121.584814,Photo,Photo,"structure fully involved, partially collapsed; tall pine
trees torching",R,,
PPD-14,11/8/2025,2:22:00 PM,PPD-14,0,39.798122,-121.584588,video,video,"multiple structures fully involved, trees torching on east
side Skyway",R,,
PPD-14,11/8/2025,2:22:00 PM,PPD-14,0,39.798308,-121.584984,video,video,spot fire at Optimo building on Skyway side,S,,
TD-127,11/8/2025,2:23:00 PM,Photo,0,39.798009,-121.585061,Photo,Photo,structure is burning,R,,
TD-127,11/8/2025,2:23:00 PM,Photo,0,39.797873,-121.584944,Photo,Photo,"heavy vegetation fire on parcel burning up against
roadway",V,,
TD-075,11/8/2025,2:24:00 PM,Photo,0,39.798138,-121.584515,Photo,Photo,"structures fully involved; trees torching, vegetation
burning",R,,
TD-075,11/8/2025,2:24:00 PM,Photo,0,39.797816,-121.586193,Photo,Photo,surface fire has burned through,V,x,
TD-065,11/8/2025,2:25:00 PM,Inferred,31,39.778005,-121.590758,TD,TD,fire threatening structure; fire into siding,C,,
TD-127,11/8/2025,2:25:00 PM,Inferred,20,39.798456,-121.585038,TD,TD,Optimo restaurant ignites,C,,
TD-133,11/8/2025,2:25:00 PM,Photo,0,39.751696,-121.607936,Photo,Photo,"spot fire; power pole active flaming from ground up 3 m
(10 ft); surrounding landscape vegetation unburned",O,,
TD-133,11/8/2025,2:26:00 PM,Photo,0,39.753324,-121.608071,Photo,Photo,structure fully involved,C,,
TD-133,11/8/2025,2:26:00 PM,Photo,0,39.751104,-121.608198,Photo,Photo,"structure past peak, partially collapsed",C,,
TD-133,11/8/2025,2:26:00 PM,Photo,0,39.750652,-121.608182,Photo,Photo,structure fully involved,C,,
TD-205,11/8/2025,2:27:00 PM,AVL,88,39.797901,-121.584693,Photo,TD,residential structure across street fully involved,R,,
TD-205,11/8/2025,2:27:00 PM,AVL,88,39.799208,-121.585744,AVL,TD,storage units had started igniting,C,,
TD-205,11/8/2025,2:27:00 PM,AVL,0,39.797868,-121.584951,AVL,TD,trees near Fastrip are on fire,V,,
TD-205,11/8/2025,2:27:00 PM,AVL,88,39.796726,-121.585672,TD,TD,structure burning,C,,
TD-067,11/8/2025,2:27:00 PM,AVL TD-205,88,39.798196,-121.585269,TD,TD,fires threatening structures,O,,
TD-200,11/8/2025,2:28:00 PM,AVL,16,39.79675,-121.585817,AVL,TD,fire threatening structure,O,,
TD-123,11/8/2025,2:29:00 PM,AVL,0,39.748943,-121.608952,AVL,TD,LDS church is on fire,C,,
TD-123,11/8/2025,2:30:00 PM,AVL,37,39.749783,-121.610367,AVL,TD,fence and small houses on fire,R,,
TD-043,11/8/2025,2:30:00 PM,TD,150,39.776522,-121.590402,TD,TD,fire around Kmart,O,,
TD-141,11/8/2025,2:30:00 PM,Photo,0,39.756988,-121.606624,TD,Photo,structure fully involved,C,,
TD-141,11/8/2025,2:30:00 PM,Photo,0,39.756993,-121.606623,Photo,Photo,"structure past peak, partially collapsed",C,,
VTD-18,11/8/2025,2:31:00 PM,TD,0,39.774522,-121.592507,video,video,"structure fire; heavy smoke coming from second story;
heavy fire in less than 8 minutes",R,,
TD-141,11/8/2025,2:33:00 PM,Photo,0,39.760511,-121.604494,TD,Photo,Safeway is burned down,C,,
TD-141,11/8/2025,2:33:00 PM,Photo,0,39.760606,-121.604488,Photo,Photo,"structure past peak, partially collapsed, burning rubble;
spot fires in parking lot vegetation",C,x,
TD-141,11/8/2025,2:33:00 PM,Photo,0,39.760953,-121.604166,Photo,Photo,"structure past peak, partially collapsed, burning rubble",C,x,
TD-141,11/8/2025,2:34:00 PM,Photo,0,39.762417,-121.60415,Photo,Photo,"apartment building structures, fully involved, partially
collapsed",R,,
TD-141,11/8/2025,2:34:00 PM,Photo,0,39.764867,-121.602481,Photo,Photo,"McDonalds, burned to foundation",C,x,
TD-141,11/8/2025,2:35:00 PM,Photo,0,39.767142,-121.600256,TD,Photo,Jubilee Church is burning,C,,
TD-141,11/8/2025,2:35:00 PM,Photo,0,39.76536,-121.602022,Photo,Photo,"structure, burned to foundation",C,x,
TD-141,11/8/2025,2:35:00 PM,Photo,0,39.765053,-121.602491,Photo,Photo,"structure, burned to foundation",C,x,
TD-141,11/8/2025,2:35:00 PM,Photo,0,39.765974,-121.601237,Photo,Photo,"structure past peak, fully involved, roof collapsed",C,,
TD-141,11/8/2025,2:35:00 PM,Photo,0,39.767153,-121.600135,Photo,Photo,"Jubilee Church building burning, fully involved;
surrounding surface vegetation already burned",C,,
TD-141,11/8/2025,2:43:00 PM,Photo,0,39.753631,-121.608082,TD,Photo,black bear diner is fully involved,C,,
TD-141,11/8/2025,2:43:00 PM,Photo,0,39.753624,-121.608081,Photo,Photo,"Black Bear Diner fully involved, past peak",C,,
TD-141,11/8/2025,2:43:00 PM,Photo,0,39.753326,-121.608075,Photo,Photo,"structure burned to foundation, still flaming",C,,
VTD-18,11/8/2025,2:45:00 PM,TD,0,39.773468,-121.591889,video,video,structure fully involved,R,,
TD-069,11/8/2025,2:49:00 PM,Inferred,10,39.764875,-121.60249,TD,TD,McDonalds is burned down,C,x,
TD-069,11/8/2025,2:49:00 PM,Inferred,10,39.760491,-121.604624,TD,TD,Safeway is burned down,C,x,
TD-069,11/8/2025,2:49:00 PM,Inferred,10,39.762499,-121.60405,TD,TD,apartments north of Safeway are fully involved,R,,
TD-141,11/8/2025,2:49:00 PM,Photo,0,39.750651,-121.608079,Photo,Photo,entire multi-commercial structure now fully involved,C,,
PPD-15,11/8/2025,2:49:00 PM,PPD-15,0,39.768977,-121.600275,Radio,Radio,"on Tahoe, it appears that every building is fully engulfed",R,,
TD-141,11/8/2025,2:51:00 PM,Photo,0,39.752593,-121.608743,Photo,Photo,structure burning,C,,
TD-124,11/8/2025,2:52:00 PM,AVL,39,39.746233,-121.608133,AVL,TD,fire at Best Western,C,,
TD-055,11/8/2025,2:52:00 PM,Photo,0,39.753628,-121.608071,Photo,Photo,"Black Bear Diner burning, fully involved",C,,
TD-055,11/8/2025,2:52:00 PM,Photo,0,39.752599,-121.608736,Photo,Photo,flames and heavy smoke coming from structure,C,,
TD-069,11/8/2025,2:59:00 PM,Inferred,9,39.756274,-121.60833,TD,TD,commercial structure burning,C,,
TD-069,11/8/2025,2:59:00 PM,Inferred,9,39.756825,-121.608287,TD,TD,mulch fire up against structure,S,,
TD-111,11/8/2025,3:04:00 PM,Photo,0,39.797205,-121.580949,TD,TD,a few homes burning Gate Ln / Candlewood Ct,R,,
TD-123,11/8/2025,3:07:00 PM,AVL,0,39.748943,-121.608952,AVL,TD,LDS church is fully involved,C,,
PPD-15,11/8/2025,3:07:00 PM,PPD-15,0,39.79828,-121.585311,Radio,Radio,"one building left burning, everything else is pretty much
[done]",C,,
TD-123,11/8/2025,3:08:00 PM,AVL,23,39.7461,-121.60835,AVL,TD,fire in Best Western is out,C,x,
TD-108,11/8/2025,3:30:00 PM,Inferred,64,39.79804,-121.58515,TD,TD,trees torching,V,,
TD-108,11/8/2025,3:30:00 PM,Inferred,64,39.796703,-121.585658,TD,TD,structures just igniting; shop getting involved,C,,
TD-108,11/8/2025,3:30:00 PM,Inferred,64,39.799029,-121.582605,TD,TD,fire eating houses on cul-de-sac; explosion,R,,
TD-209,11/8/2025,3:37:00 PM,Photo,0,39.75361,-121.60807,Photo,Photo,"Black Bear Diner collapsed, flaming rubble",C,x,
TD-209,11/8/2025,3:38:00 PM,AVL,23,39.746537,-121.611519,TD,TD,fire coming from first floor,R,,
TD-209,11/8/2025,3:38:00 PM,AVL,23,39.746313,-121.611514,TD,TD,column of building ignites,R,,
TD-124,11/8/2025,3:39:00 PM,AVL,67,39.759717,-121.60745,AVL,TD,roof of Rite Aid on fire,C,,
TD-122,11/8/2025,3:53:00 PM,AVL,53,39.759783,-121.606883,AVL,TD,fire on roof of Rite Aid,C,,
VTD-18,11/8/2025,4:15:00 PM,TD,10,39.774559,-121.593863,video,video,"spot fire in vegetation on west side of Clark Rd; ignites
wood fence and climbs tree a bit",O,,
TD-108,11/8/2025,4:34:00 PM,TD-127,37,39.797974,-121.585148,TD,TD,fire activity picking up,R,,
TD-108,11/8/2025,4:34:00 PM,video,37,39.798868,-121.584743,video,TD,house blew up in eaves,R,,
VTD-18,11/8/2025,4:35:00 PM,TD,0,39.774781,-121.593211,video,video,"multiple structures, Clark Rd between Juniper Ct and
Dollar General, fully involved",R,,
VTD-18,11/8/2025,4:35:00 PM,TD,0,39.771103,-121.596582,video,video,structure burned to foundation,C,x,
VTD-18,11/8/2025,4:36:00 PM,TD,0,39.770643,-121.597097,video,video,structure past-peak fully involved,C,,
VTD-18,11/8/2025,4:36:00 PM,TD,0,39.770225,-121.597559,video,video,structure burned to foundation,C,x,
VTD-18,11/8/2025,4:36:00 PM,TD,0,39.769903,-121.597894,video,video,"structure unburned, small vegetation spot fires against
building",S,,
VTD-18,11/8/2025,4:36:00 PM,TD,0,39.767846,-121.599714,video,video,building finished burning,C,x,
VTD-18,11/8/2025,4:36:00 PM,TD,0,39.767383,-121.600143,video,video,structure burned to foundation,C,x,
VTD-18,11/8/2025,4:36:00 PM,TD,0,39.755914,-121.607415,video,video,"structures on east side Clark Rd (west side unknown
can’t see in video) south of Elk Ln through town
basically all burned to foundations; very little active
burning",C,x,
VTD-18,11/8/2025,4:37:00 PM,TD,0,39.762073,-121.604368,video,video,a few structures collapsed and still burning,C,x,
VTD-18,11/8/2025,4:37:00 PM,TD,0,39.760879,-121.604259,video,video,Safeway et al; post-peak burning,C,x,
VTD-18,11/8/2025,4:40:00 PM,TD,0,39.748948,-121.608932,video,video,"church past-peak fully involved, not collapsed yet",C,x,
TD-114,11/8/2025,4:51:00 PM,"AVL
Bus1403",0,39.797079,-121.585528,TD,TD,"fire on both sides at Clark Rd and Skyway; propane
explosions",O,,
TD-201,11/8/2025,4:54:00 PM,Photo,0,39.760367,-121.60525,0,Photo,Safeway is burned down,C,x,
TD-201,11/8/2025,4:54:00 PM,Photo,0,39.76019,-121.605599,Photo,Photo,"commercial structure collapsed, flaming rubble and
structure",C,x,
TD-108,11/8/2025,5:01:00 PM,Photo,0,39.795766,-121.584706,Photo,Photo,"heavy vegetation fire, shrubs, intense flames 4.6 m
(15 ft), very near structure; windows on structure
breaking",V,,
TD-030,11/8/2025,5:07:00 PM,AVL,0,39.760827,-121.604738,AVL,TD,Safeway burned,C,,
TD-108,11/8/2025,5:11:00 PM,Photo,0,39.784877,-121.58593,Photo,Photo,"structure burning; surface and vegetative fuels in area
have burned through",C,x,
TD-114,11/8/2025,5:14:00 PM,"AVL
Bus1403",0,39.776164,-121.59029,TD,TD,fire behind the Kmart,O,,
TD-108,11/8/2025,5:15:00 PM,Inferred,30,39.795279,-121.583882,TD,TD,"houses burning, explosions on Walnut Ln",R,,
TD-108,11/8/2025,5:25:00 PM,Photo,0,39.796,-121.584873,Photo,Photo,"active surface fire burning in area of Cabernet Ln and
Clark Rd",V,,
TD-108,11/8/2025,5:25:00 PM,Photo,0,39.79583,-121.585126,Photo,Photo,"moderate fire activity, vegetation",V,,
TD-209,11/8/2025,5:39:00 PM,AVL,0,39.760711,-121.604421,AVL,TD,Safeway is already burned,C,x,
TD-015,11/8/2025,5:50:00 PM,AVL,0,39.760851,-121.605862,AVL,TD,Safeway is all burned down,C,x,
